This Bulk Download report is of varun kkkkk (varun.k@axat-tech.com) from _______Dataroom Vizcom
Index,Name,Size(in MB),Date Time,Path,Download Status
9.1.1.1.0.58,4.2.0.9 1.0.5_Excel_._xls.url,0.0,10-09-2024 11:45:41,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.2.0.9 1.0.5_Excel_._xls.url,Success
9.1.1.1.0.59,4.2.0.10 1.0.5_Excel__.__xls.xls,0.025,10-09-2024 11:45:41,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.2.0.10 1.0.5_Excel__.__xls.xls,Success
9.1.1.1.0.60,4.2.0.11 1.0.6_Excel_._xlsx.url,0.0,10-09-2024 11:45:41,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.2.0.11 1.0.6_Excel_._xlsx.url,Success
9.1.1.1.0.61,4.2.0.12 1.0.6_Excel__.__xlsx.xlsx,0.008,10-09-2024 11:45:41,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.2.0.12 1.0.6_Excel__.__xlsx.xlsx,Success
9.1.1.1.0.62,4.2.0.13 1.0.7_images__JPEG.jpg,0.013,10-09-2024 11:45:41,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.2.0.13 1.0.7_images__JPEG.jpg,Success
9.1.1.1.0.63,4.2.0.14 1.0.7_images_JPEG.url,0.0,10-09-2024 11:45:41,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.2.0.14 1.0.7_images_JPEG.url,Success
9.1.1.1.0.64,4.2.0.15 1.0.8_jpeg__image.jpg,0.338,10-09-2024 11:45:42,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.2.0.15 1.0.8_jpeg__image.jpg,Success
9.1.1.1.0.65,4.2.0.16 1.0.8_jpeg_image.url,0.0,10-09-2024 11:45:42,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.2.0.16 1.0.8_jpeg_image.url,Success
9.1.1.1.0.66,4.2.0.17 1.0.9_jpeg_image.jpg,0.139,10-09-2024 11:45:42,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.2.0.17 1.0.9_jpeg_image.jpg,Success
9.1.1.1.0.67,4.2.0.18 1.0.9_jpeg_image.url,0.0,10-09-2024 11:45:42,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.2.0.18 1.0.9_jpeg_image.url,Success
9.1.1.1.0.68,4.2.0.19 1.0.10_Microsoft__office__word__.doc.doc,0.026,10-09-2024 11:45:42,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.2.0.19 1.0.10_Microsoft__office__word__.doc.doc,Success
9.1.1.1.0.69,4.2.0.20 1.0.10_Microsoft_office_word.url,0.0,10-09-2024 11:45:42,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.2.0.20 1.0.10_Microsoft_office_word.url,Success
9.1.1.1.0.70,4.2.0.21 1.0.11_New__Microsoft__PowerPoint__Presentation__.__ppt.pptx,0.062,10-09-2024 11:45:43,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.2.0.21 1.0.11_New__Microsoft__PowerPoint__Presentation__.__ppt.pptx,Success
9.1.1.1.0.71,4.2.0.22 1.0.11_New_Microsoft_PowerPoint_Presentation_._ppt.url,0.0,10-09-2024 11:45:43,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.2.0.22 1.0.11_New_Microsoft_PowerPoint_Presentation_._ppt.url,Success
9.1.1.1.0.72,4.2.0.23 1.0.12_New__Microsoft__PowerPoint__Presentation__.__pptx.pptx,0.062,10-09-2024 11:45:43,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.2.0.23 1.0.12_New__Microsoft__PowerPoint__Presentation__.__pptx.pptx,Success
9.1.1.1.0.73,4.2.0.24 1.0.12_New_Microsoft_PowerPoint_Presentation_._pptx.url,0.0,10-09-2024 11:45:43,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.2.0.24 1.0.12_New_Microsoft_PowerPoint_Presentation_._pptx.url,Success
9.1.1.1.0.74,4.2.0.25 1.0.13_CDMS__DEMO__PDF.pdf,0.122,10-09-2024 11:45:44,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.2.0.25 1.0.13_CDMS__DEMO__PDF.pdf,Success
9.1.1.1.0.75,4.2.0.26 1.0.13_CDMS_DEMO_PDF.url,0.0,10-09-2024 11:45:44,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.2.0.26 1.0.13_CDMS_DEMO_PDF.url,Success
9.1.1.1.0.77,4.2.0.28 1.0.14_CDMS_DEMO_PPT.url,0.0,10-09-2024 11:45:44,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.2.0.28 1.0.14_CDMS_DEMO_PPT.url,Success
9.1.1.1.0.78,4.2.0.29 1.0.15_CDR.txt,0.0,10-09-2024 11:45:44,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.2.0.29 1.0.15_CDR.txt,Success
9.1.1.1.0.79,4.2.0.30 1.0.15_CDR.url,0.0,10-09-2024 11:45:44,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.2.0.30 1.0.15_CDR.url,Success
9.1.1.1.0.80,478.docx,0.011,10-09-2024 11:45:44,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/478.docx,Success
9.1.1.1.0.81,545.docx,0.012,10-09-2024 11:45:45,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/545.docx,Success
9.1.1.1.0.82,T3.pdf,14.401,10-09-2024 11:47:28,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/T3.pdf,Success
9.1.1.1.0.83,T55.pdf,10.912,10-09-2024 11:49:00,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/T55.pdf,Success
9.1.1.1.0.84,TEST.docx,0.011,10-09-2024 11:49:01,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/TEST.docx,Success
9.1.1.1.0.85,Test.jpg,0.369,10-09-2024 11:49:01,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/Test.jpg,Success
9.1.1.1.0.86,TESTING.pdf,0.059,10-09-2024 11:49:01,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/TESTING.pdf,Success
9.1.1.0.2,3.1.1.0.1_1__Microsoft__PowerPoint__Presentation-Demo.pdf,0.059,10-09-2024 11:49:02,Vizcom/Uploading by Shakti/New folder (1)/New folder/3.1.1.0.1_1__Microsoft__PowerPoint__Presentation-Demo.pdf,Success
9.1.1.0.3,3.1.1.0.2_2__Text__Document-Demo.txt,0.0,10-09-2024 11:49:02,Vizcom/Uploading by Shakti/New folder (1)/New folder/3.1.1.0.2_2__Text__Document-Demo.txt,Success
9.1.1.0.4,3.1.1.0.3_3__Microsoft__Excel__Worksheet-Demo.pdf,0.032,10-09-2024 11:49:02,Vizcom/Uploading by Shakti/New folder (1)/New folder/3.1.1.0.3_3__Microsoft__Excel__Worksheet-Demo.pdf,Success
9.1.1.0.5,3.1.1.0.4_3.0.7__DISCLAIMERS.pdf,0.01,10-09-2024 11:49:02,Vizcom/Uploading by Shakti/New folder (1)/New folder/3.1.1.0.4_3.0.7__DISCLAIMERS.pdf,Success
9.1.1.0.6,3.1.1.0.5_Demo__PDF__File.pdf,0.021,10-09-2024 11:49:03,Vizcom/Uploading by Shakti/New folder (1)/New folder/3.1.1.0.5_Demo__PDF__File.pdf,Success
9.1.1.0.7,3.1.1.0.6_IMAGE__JPEG.jpg,0.007,10-09-2024 11:49:03,Vizcom/Uploading by Shakti/New folder (1)/New folder/3.1.1.0.6_IMAGE__JPEG.jpg,Success
9.1.1.0.8,3.1.1.0.7_IMAGE__PNG.jpg,0.009,10-09-2024 11:49:03,Vizcom/Uploading by Shakti/New folder (1)/New folder/3.1.1.0.7_IMAGE__PNG.jpg,Success
9.1.1.0.9,3.1.1.0.8_Microsoft__Word__Document-Demo.pdf,0.03,10-09-2024 11:49:03,Vizcom/Uploading by Shakti/New folder (1)/New folder/3.1.1.0.8_Microsoft__Word__Document-Demo.pdf,Success
9.1.1.0.10,3.1.1.0.9_Thumbs.db,0.067,10-09-2024 11:49:03,Vizcom/Uploading by Shakti/New folder (1)/New folder/3.1.1.0.9_Thumbs.db,Success
9.1.1.0.11,3.1.1.0.10_~$crosoft__Word__Document-Demo.pdf,0.017,10-09-2024 11:49:04,Vizcom/Uploading by Shakti/New folder (1)/New folder/3.1.1.0.10_~$crosoft__Word__Document-Demo.pdf,Success
9.1.1.0.12,3.1.2.0.1_excel__with__hyper__link_____diagram.pdf,0.032,10-09-2024 11:49:04,Vizcom/Uploading by Shakti/New folder (1)/New folder/3.1.2.0.1_excel__with__hyper__link_____diagram.pdf,Success
9.1.1.0.13,3.1.2.0.2_excel__with__hyper__link_____diagram.pdf,0.032,10-09-2024 11:49:04,Vizcom/Uploading by Shakti/New folder (1)/New folder/3.1.2.0.2_excel__with__hyper__link_____diagram.pdf,Success
9.1.1.0.14,3.1.2.0.3_PPT__with__hyper__link.pdf,0.059,10-09-2024 11:49:05,Vizcom/Uploading by Shakti/New folder (1)/New folder/3.1.2.0.3_PPT__with__hyper__link.pdf,Success
9.1.1.0.15,3.1.2.0.4_Thumbs.db,0.01,10-09-2024 11:49:05,Vizcom/Uploading by Shakti/New folder (1)/New folder/3.1.2.0.4_Thumbs.db,Success
9.1.1.0.16,3.1.2.0.5_word__with__hyper__link.pdf,0.024,10-09-2024 11:49:05,Vizcom/Uploading by Shakti/New folder (1)/New folder/3.1.2.0.5_word__with__hyper__link.pdf,Success
9.1.1.0.17,4.0.1 2.0.5_file_example_MP4_1920_18MG.mp4,17.013,10-09-2024 11:49:06,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.0.1 2.0.5_file_example_MP4_1920_18MG.mp4,Success
9.1.1.0.18,4.0.2 2.2.0.1_Apache__Open__Office__.__odt.odt,0.004,10-09-2024 11:49:06,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.0.2 2.2.0.1_Apache__Open__Office__.__odt.odt,Success
9.1.1.0.19,4.0.3 2.2.0.2_CDMS__DEMO__PDF.pdf,0.122,10-09-2024 11:49:06,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.0.3 2.2.0.2_CDMS__DEMO__PDF.pdf,Success
9.1.1.0.20,4.0.4 2.2.0.3_CDMS__DEMO__PPT.pptx,0.035,10-09-2024 11:49:06,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.0.4 2.2.0.3_CDMS__DEMO__PPT.pptx,Success
9.1.1.0.21,4.0.5 2.2.0.4_CDR.txt,0.0,10-09-2024 11:49:07,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.0.5 2.2.0.4_CDR.txt,Success
9.1.1.0.22,4.0.6 2.2.0.5_cdr.xlsx,0.01,10-09-2024 11:49:07,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.0.6 2.2.0.5_cdr.xlsx,Success
9.1.1.0.23,4.0.7 2.2.0.6_DEMO__XLS.xls,0.074,10-09-2024 11:49:07,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.0.7 2.2.0.6_DEMO__XLS.xls,Success
9.1.1.0.24,4.0.8 2.2.0.7_DEMO__XLXS.xlsx,0.019,10-09-2024 11:49:07,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.0.8 2.2.0.7_DEMO__XLXS.xlsx,Success
9.1.1.0.25,4.0.9 2.2.0.8_excel__.__csv__delimited.csv,0.0,10-09-2024 11:49:07,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.0.9 2.2.0.8_excel__.__csv__delimited.csv,Success
9.1.1.0.26,4.0.10 2.2.0.9_Excel__.__xls.xls,0.025,10-09-2024 11:49:07,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.0.10 2.2.0.9_Excel__.__xls.xls,Success
9.1.1.0.27,4.0.11 2.2.0.10_Excel__.__xlsx.xlsx,0.008,10-09-2024 11:49:07,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.0.11 2.2.0.10_Excel__.__xlsx.xlsx,Success
9.1.1.0.28,4.0.12 2.2.0.11_images__JPEG.jpg,0.013,10-09-2024 11:49:07,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.0.12 2.2.0.11_images__JPEG.jpg,Success
9.1.1.0.29,4.0.13 2.2.0.12_jpeg__image.jpg,0.338,10-09-2024 11:49:07,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.0.13 2.2.0.12_jpeg__image.jpg,Success
9.1.1.0.30,4.0.14 2.2.0.13_jpeg_image.jpg,0.139,10-09-2024 11:49:07,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.0.14 2.2.0.13_jpeg_image.jpg,Success
9.1.1.0.31,4.0.15 2.2.0.14_Microsoft__office__word__.doc.doc,0.026,10-09-2024 11:49:08,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.0.15 2.2.0.14_Microsoft__office__word__.doc.doc,Success
9.1.1.0.32,4.0.16 2.2.0.15_New__Microsoft__PowerPoint__Presentation__.__ppt.pptx,0.062,10-09-2024 11:49:08,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.0.16 2.2.0.15_New__Microsoft__PowerPoint__Presentation__.__ppt.pptx,Success
9.1.1.0.33,4.0.17 2.2.0.16_New__Microsoft__PowerPoint__Presentation__.__pptx.pptx,0.062,10-09-2024 11:49:08,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.0.17 2.2.0.16_New__Microsoft__PowerPoint__Presentation__.__pptx.pptx,Success
9.1.1.0.34,4.0.18 2.2.0.17_New__Microsoft__Word__Document__.docx.docx,0.011,10-09-2024 11:49:09,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.0.18 2.2.0.17_New__Microsoft__Word__Document__.docx.docx,Success
9.1.1.0.35,4.0.19 2.2.0.18_New__Microsoft__Word__Document__TEXT.txt,0.0,10-09-2024 11:49:09,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.0.19 2.2.0.18_New__Microsoft__Word__Document__TEXT.txt,Success
9.1.1.0.36,4.0.20 2.2.0.19_New__Rich__Text__Document__.__rtf.rtf,0.039,10-09-2024 11:49:09,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.0.20 2.2.0.19_New__Rich__Text__Document__.__rtf.rtf,Success
9.1.1.0.37,4.0.21 2.2.0.20_PDF.pdf,0.031,10-09-2024 11:49:09,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.0.21 2.2.0.20_PDF.pdf,Success
9.1.1.0.38,4.0.22 2.2.0.21_test__disclaimer.pdf,0.032,10-09-2024 11:49:09,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.0.22 2.2.0.21_test__disclaimer.pdf,Success
9.1.1.0.39,4.0.23 2.2.0.22_Thumbs.db,0.004,10-09-2024 11:49:09,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.0.23 2.2.0.22_Thumbs.db,Success
9.1.1.0.40,4.0.24 2.2.0.23_zip_10MB.zip,10.185,10-09-2024 11:49:10,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.0.24 2.2.0.23_zip_10MB.zip,Success
9.1.1.0.41,4.1.0.1 2.2.1.0.1_1__Microsoft__PowerPoint__Presentation-Demo.pptx,0.075,10-09-2024 11:49:10,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.1.0.1 2.2.1.0.1_1__Microsoft__PowerPoint__Presentation-Demo.pptx,Success
9.1.1.0.42,4.1.0.2 2.2.1.0.2_2__Text__Document-Demo.txt,0.0,10-09-2024 11:49:10,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.1.0.2 2.2.1.0.2_2__Text__Document-Demo.txt,Success
9.1.1.0.43,4.1.0.3 2.2.1.0.3_3__Microsoft__Excel__Worksheet-Demo.csv,0.001,10-09-2024 11:49:10,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.1.0.3 2.2.1.0.3_3__Microsoft__Excel__Worksheet-Demo.csv,Success
9.1.1.0.44,4.1.0.4 2.2.1.0.4_3.0.7__DISCLAIMERS.docx,0.012,10-09-2024 11:49:10,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.1.0.4 2.2.1.0.4_3.0.7__DISCLAIMERS.docx,Success
9.1.1.0.45,4.1.0.5 2.2.1.0.5_Demo__PDF__File.pdf,0.022,10-09-2024 11:49:11,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.1.0.5 2.2.1.0.5_Demo__PDF__File.pdf,Success
9.1.1.0.46,4.1.0.6 2.2.1.0.6_IMAGE__JPEG.jpg,0.007,10-09-2024 11:49:11,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.1.0.6 2.2.1.0.6_IMAGE__JPEG.jpg,Success
9.1.1.0.47,4.1.0.7 2.2.1.0.7_IMAGE__PNG.jpg,0.009,10-09-2024 11:49:11,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.1.0.7 2.2.1.0.7_IMAGE__PNG.jpg,Success
9.1.1.0.48,4.1.0.8 2.2.1.0.8_Microsoft__Word__Document-Demo.docx,0.013,10-09-2024 11:49:11,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.1.0.8 2.2.1.0.8_Microsoft__Word__Document-Demo.docx,Success
9.1.1.0.50,4.2.0.1 1.0.1_cdr.url,0.0,10-09-2024 11:49:11,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.2.0.1 1.0.1_cdr.url,Success
9.1.1.0.51,4.2.0.2 1.0.1_cdr.xlsx,0.01,10-09-2024 11:49:11,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.2.0.2 1.0.1_cdr.xlsx,Success
9.1.1.0.52,4.2.0.3 1.0.2_DEMO__XLS.xls,0.074,10-09-2024 11:49:12,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.2.0.3 1.0.2_DEMO__XLS.xls,Success
9.1.1.0.53,4.2.0.4 1.0.2_DEMO_XLS.url,0.0,10-09-2024 11:49:12,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.2.0.4 1.0.2_DEMO_XLS.url,Success
9.1.1.0.54,4.2.0.5 1.0.3_DEMO__XLXS.xlsx,0.019,10-09-2024 11:49:12,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.2.0.5 1.0.3_DEMO__XLXS.xlsx,Success
9.1.1.0.55,4.2.0.6 1.0.3_DEMO_XLXS.url,0.0,10-09-2024 11:49:12,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.2.0.6 1.0.3_DEMO_XLXS.url,Success
9.1.1.0.56,4.2.0.7 1.0.4_excel_._csv_delimited.url,0.0,10-09-2024 11:49:12,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.2.0.7 1.0.4_excel_._csv_delimited.url,Success
9.1.1.0.57,4.2.0.8 1.0.4_excel__.__csv__delimited.csv,0.0,10-09-2024 11:49:12,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.2.0.8 1.0.4_excel__.__csv__delimited.csv,Success
9.1.1.0.58,4.2.0.9 1.0.5_Excel_._xls.url,0.0,10-09-2024 11:49:12,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.2.0.9 1.0.5_Excel_._xls.url,Success
9.1.1.0.59,4.2.0.10 1.0.5_Excel__.__xls.xls,0.025,10-09-2024 11:49:12,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.2.0.10 1.0.5_Excel__.__xls.xls,Success
9.1.1.0.60,4.2.0.11 1.0.6_Excel_._xlsx.url,0.0,10-09-2024 11:49:12,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.2.0.11 1.0.6_Excel_._xlsx.url,Success
9.1.1.0.61,4.2.0.12 1.0.6_Excel__.__xlsx.xlsx,0.008,10-09-2024 11:49:12,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.2.0.12 1.0.6_Excel__.__xlsx.xlsx,Success
9.1.1.0.62,4.2.0.13 1.0.7_images__JPEG.jpg,0.013,10-09-2024 11:49:12,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.2.0.13 1.0.7_images__JPEG.jpg,Success
9.1.1.0.63,4.2.0.14 1.0.7_images_JPEG.url,0.0,10-09-2024 11:49:12,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.2.0.14 1.0.7_images_JPEG.url,Success
9.1.1.0.64,4.2.0.15 1.0.8_jpeg__image.jpg,0.338,10-09-2024 11:49:12,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.2.0.15 1.0.8_jpeg__image.jpg,Success
9.1.1.0.65,4.2.0.16 1.0.8_jpeg_image.url,0.0,10-09-2024 11:49:13,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.2.0.16 1.0.8_jpeg_image.url,Success
9.1.1.0.66,4.2.0.17 1.0.9_jpeg_image.jpg,0.139,10-09-2024 11:49:13,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.2.0.17 1.0.9_jpeg_image.jpg,Success
9.1.1.0.67,4.2.0.18 1.0.9_jpeg_image.url,0.0,10-09-2024 11:49:13,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.2.0.18 1.0.9_jpeg_image.url,Success
9.1.1.0.68,4.2.0.19 1.0.10_Microsoft__office__word__.doc.doc,0.026,10-09-2024 11:49:13,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.2.0.19 1.0.10_Microsoft__office__word__.doc.doc,Success
9.1.1.0.69,4.2.0.20 1.0.10_Microsoft_office_word.url,0.0,10-09-2024 11:49:13,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.2.0.20 1.0.10_Microsoft_office_word.url,Success
9.1.1.0.71,4.2.0.22 1.0.11_New_Microsoft_PowerPoint_Presentation_._ppt.url,0.0,10-09-2024 11:49:13,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.2.0.22 1.0.11_New_Microsoft_PowerPoint_Presentation_._ppt.url,Success
9.1.1.0.72,4.2.0.23 1.0.12_New__Microsoft__PowerPoint__Presentation__.__pptx.pptx,0.062,10-09-2024 11:49:14,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.2.0.23 1.0.12_New__Microsoft__PowerPoint__Presentation__.__pptx.pptx,Success
9.1.1.0.73,4.2.0.24 1.0.12_New_Microsoft_PowerPoint_Presentation_._pptx.url,0.0,10-09-2024 11:49:14,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.2.0.24 1.0.12_New_Microsoft_PowerPoint_Presentation_._pptx.url,Success
9.1.1.0.74,4.2.0.25 1.0.13_CDMS__DEMO__PDF.pdf,0.122,10-09-2024 11:49:14,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.2.0.25 1.0.13_CDMS__DEMO__PDF.pdf,Success
9.1.1.0.75,4.2.0.26 1.0.13_CDMS_DEMO_PDF.url,0.0,10-09-2024 11:49:14,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.2.0.26 1.0.13_CDMS_DEMO_PDF.url,Success
9.1.1.0.76,4.2.0.27 1.0.14_CDMS__DEMO__PPT.pptx,0.035,10-09-2024 11:49:14,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.2.0.27 1.0.14_CDMS__DEMO__PPT.pptx,Success
9.1.1.0.77,4.2.0.28 1.0.14_CDMS_DEMO_PPT.url,0.0,10-09-2024 11:49:15,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.2.0.28 1.0.14_CDMS_DEMO_PPT.url,Success
9.1.1.0.78,4.2.0.29 1.0.15_CDR.txt,0.0,10-09-2024 11:49:15,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.2.0.29 1.0.15_CDR.txt,Success
9.1.1.0.79,4.2.0.30 1.0.15_CDR.url,0.0,10-09-2024 11:49:15,Vizcom/Uploading by Shakti/New folder (1)/New folder/4.2.0.30 1.0.15_CDR.url,Success
9.1.1.0.80,478.docx,0.011,10-09-2024 11:49:15,Vizcom/Uploading by Shakti/New folder (1)/New folder/478.docx,Success
9.1.1.0.81,545.docx,0.012,10-09-2024 11:49:15,Vizcom/Uploading by Shakti/New folder (1)/New folder/545.docx,Success
9.1.1.0.82,T3.pdf,14.401,10-09-2024 11:51:00,Vizcom/Uploading by Shakti/New folder (1)/New folder/T3.pdf,Success
9.1.1.0.83,T55.pdf,10.912,10-09-2024 11:52:34,Vizcom/Uploading by Shakti/New folder (1)/New folder/T55.pdf,Success
9.1.1.0.84,TEST.docx,0.011,10-09-2024 11:52:34,Vizcom/Uploading by Shakti/New folder (1)/New folder/TEST.docx,Success
9.1.1.0.85,Test.jpg,0.369,10-09-2024 11:52:34,Vizcom/Uploading by Shakti/New folder (1)/New folder/Test.jpg,Success
9.1.1.0.86,TESTING.pdf,0.059,10-09-2024 11:52:35,Vizcom/Uploading by Shakti/New folder (1)/New folder/TESTING.pdf,Success
9.1.0.1,3.0.3_file_example_JPG_2500kB.jpg,2.389,10-09-2024 11:52:35,Vizcom/Uploading by Shakti/New folder (1)/3.0.3_file_example_JPG_2500kB.jpg,Success
9.1.0.2,3.0.4_file_example_MP3_5MG.mp3,5.044,10-09-2024 11:52:35,Vizcom/Uploading by Shakti/New folder (1)/3.0.4_file_example_MP3_5MG.mp3,Success
9.1.0.3,3.0.5_file_example_MP4_1920_18MG.mp4,17.013,10-09-2024 11:52:35,Vizcom/Uploading by Shakti/New folder (1)/3.0.5_file_example_MP4_1920_18MG.mp4,Success
9.1.0.4,3.0.6_file_example_PPT_1MB.pdf,0.543,10-09-2024 11:52:36,Vizcom/Uploading by Shakti/New folder (1)/3.0.6_file_example_PPT_1MB.pdf,Success
9.1.0.5,3.0.7_file_example_TIFF_10MB.tiff,9.681,10-09-2024 11:52:36,Vizcom/Uploading by Shakti/New folder (1)/3.0.7_file_example_TIFF_10MB.tiff,Success
9.1.0.6,3.0.8_file_example_XLSX_5000.pdf,4.298,10-09-2024 11:52:58,Vizcom/Uploading by Shakti/New folder (1)/3.0.8_file_example_XLSX_5000.pdf,Success
9.1.0.7,3.0.9_sampleDocs__green__background____image..jpg,13.986,10-09-2024 11:52:58,Vizcom/Uploading by Shakti/New folder (1)/3.0.9_sampleDocs__green__background____image..jpg,Success
9.1.0.8,3.1.1.0.1_1__Microsoft__PowerPoint__Presentation-Demo.pdf,0.059,10-09-2024 11:52:59,Vizcom/Uploading by Shakti/New folder (1)/3.1.1.0.1_1__Microsoft__PowerPoint__Presentation-Demo.pdf,Success
9.1.0.9,3.1.1.0.2_2__Text__Document-Demo.txt,0.0,10-09-2024 11:52:59,Vizcom/Uploading by Shakti/New folder (1)/3.1.1.0.2_2__Text__Document-Demo.txt,Success
9.1.0.10,3.1.1.0.3_3__Microsoft__Excel__Worksheet-Demo.pdf,0.032,10-09-2024 11:52:59,Vizcom/Uploading by Shakti/New folder (1)/3.1.1.0.3_3__Microsoft__Excel__Worksheet-Demo.pdf,Success
9.1.0.11,3.1.1.0.4_3.0.7__DISCLAIMERS.pdf,0.01,10-09-2024 11:52:59,Vizcom/Uploading by Shakti/New folder (1)/3.1.1.0.4_3.0.7__DISCLAIMERS.pdf,Success
9.1.0.12,3.1.1.0.5_Demo__PDF__File.pdf,0.021,10-09-2024 11:53:00,Vizcom/Uploading by Shakti/New folder (1)/3.1.1.0.5_Demo__PDF__File.pdf,Success
9.1.0.13,3.1.1.0.6_IMAGE__JPEG.jpg,0.007,10-09-2024 11:53:00,Vizcom/Uploading by Shakti/New folder (1)/3.1.1.0.6_IMAGE__JPEG.jpg,Success
9.1.0.14,3.1.1.0.7_IMAGE__PNG.jpg,0.009,10-09-2024 11:53:00,Vizcom/Uploading by Shakti/New folder (1)/3.1.1.0.7_IMAGE__PNG.jpg,Success
9.1.0.15,3.1.1.0.8_Microsoft__Word__Document-Demo.pdf,0.03,10-09-2024 11:53:00,Vizcom/Uploading by Shakti/New folder (1)/3.1.1.0.8_Microsoft__Word__Document-Demo.pdf,Success
